cruise,date_time_utc,cast,station,niskin,latitude,longitude,depth,alternate_sample_category,depth_category,filter_size,replicate,percent_surface_irradiance,npp_rate,iode_quality_flag,nearest_station,distance,incub_type
EN655,2020-07-25 15:51:33,1,L1,4,41.2031,-70.8803,18.448,D1_GFF,D1,>0,NA,1,12.138,1,L1,0.75,ambient_temp
EN655,2020-07-25 15:51:33,1,L1,4,41.2031,-70.8803,18.448,D1_5,D1,>0&<5,NA,1,8.495,1,L1,0.75,ambient_temp
EN655,2020-07-25 15:51:33,1,L1,4,41.2031,-70.8803,18.448,D1_20,D1,>0&<20,NA,1,8.2,1,L1,0.75,ambient_temp
EN655,2020-07-25 15:54:03,1,L1,9,41.2025,-70.8802,12.926,D2_GFF,D2,>0,NA,10,64.912,1,L1,0.7,ambient_temp
EN655,2020-07-25 15:54:03,1,L1,9,41.2025,-70.8802,12.926,D2_5,D2,>0&<5,NA,10,27.498,1,L1,0.7,ambient_temp
EN655,2020-07-25 15:54:03,1,L1,9,41.2025,-70.8802,12.926,D2_20,D2,>0&<20,NA,10,16.747,1,L1,0.7,ambient_temp
EN655,2020-07-25 15:57:57,1,L1,18,41.2024,-70.8804,2.487,D3_GFF,D3,>0,1,65,16.584,1,L1,0.68,ambient_temp
EN655,2020-07-25 15:57:57,1,L1,18,41.2024,-70.8804,2.487,D3_GFF,D3,>0,2,65,16.918,1,L1,0.68,ambient_temp
EN655,2020-07-25 15:57:57,1,L1,18,41.2024,-70.8804,2.487,D3_GFF,D3,>0,3,65,17.053,1,L1,0.68,ambient_temp
EN655,2020-07-25 15:57:57,1,L1,18,41.2024,-70.8804,2.487,D3_10,D3,>0&<10,1,65,14.94,1,L1,0.68,ambient_temp
EN655,2020-07-25 15:57:57,1,L1,18,41.2024,-70.8804,2.487,D3_10,D3,>0&<10,2,65,36.637,1,L1,0.68,ambient_temp
EN655,2020-07-25 15:57:57,1,L1,18,41.2024,-70.8804,2.487,D3_10,D3,>0&<10,3,65,18.154,1,L1,0.68,ambient_temp
EN655,2020-07-25 15:57:57,1,L1,18,41.2024,-70.8804,2.487,D3_5,D3,>0&<5,NA,65,13.783,1,L1,0.68,ambient_temp
EN655,2020-07-25 15:57:57,1,L1,18,41.2024,-70.8804,2.487,D3_20,D3,>0&<20,NA,65,17.505,1,L1,0.68,ambient_temp
EN655,2020-07-25 18:03:32,2,L2,6,41.0304,-70.8782,30.445,D1_GFF,D1,>0,NA,0.1,6.842,1,L2,0.43,ambient_temp
EN655,2020-07-25 18:03:32,2,L2,6,41.0304,-70.8782,30.445,D1_5,D1,>0&<5,NA,0.1,1.003,1,L2,0.43,ambient_temp
EN655,2020-07-25 18:03:32,2,L2,6,41.0304,-70.8782,30.445,D1_20,D1,>0&<20,NA,0.1,4.101,1,L2,0.43,ambient_temp
EN655,2020-07-25 18:06:02,2,L2,9,41.0304,-70.8779,20.568,D2_GFF,D2,>0,NA,1,41.396,1,L2,0.45,ambient_temp
EN655,2020-07-25 18:06:02,2,L2,9,41.0304,-70.8779,20.568,D2_5,D2,>0&<5,NA,1,6.494,1,L2,0.45,ambient_temp
EN655,2020-07-25 18:06:02,2,L2,9,41.0304,-70.8779,20.568,D2_20,D2,>0&<20,NA,1,18.959,1,L2,0.45,ambient_temp
EN655,2020-07-25 18:09:59,2,L2,17,41.0304,-70.8769,1.946,D3_GFF,D3,>0,1,65,21.615,1,L2,0.54,ambient_temp
EN655,2020-07-25 18:09:59,2,L2,17,41.0304,-70.8769,1.946,D3_GFF,D3,>0,2,65,21.01,1,L2,0.54,ambient_temp
EN655,2020-07-25 18:09:59,2,L2,17,41.0304,-70.8769,1.946,D3_GFF,D3,>0,3,65,21.969,1,L2,0.54,ambient_temp
EN655,2020-07-25 18:09:59,2,L2,17,41.0304,-70.8769,1.946,D3_10,D3,>0&<10,1,65,21.211,1,L2,0.54,ambient_temp
EN655,2020-07-25 18:09:59,2,L2,17,41.0304,-70.8769,1.946,D3_10,D3,>0&<10,2,65,19.505,1,L2,0.54,ambient_temp
EN655,2020-07-25 18:09:59,2,L2,17,41.0304,-70.8769,1.946,D3_10,D3,>0&<10,3,65,17.905,1,L2,0.54,ambient_temp
EN655,2020-07-25 18:09:59,2,L2,17,41.0304,-70.8769,1.946,D3_5,D3,>0&<5,NA,65,16.436,1,L2,0.54,ambient_temp
EN655,2020-07-25 18:09:59,2,L2,17,41.0304,-70.8769,1.946,D3_20,D3,>0&<20,NA,65,18.633,1,L2,0.54,ambient_temp
EN655,2020-07-26 11:21:14,7,L4,4,40.6917,-70.8797,40.024,D1_GFF,D1,>0,NA,0.1,1.309,1,L4,0.63,ambient_temp
EN655,2020-07-26 11:21:14,7,L4,4,40.6917,-70.8797,40.024,D1_5,D1,>0&<5,NA,0.1,1.063,1,L4,0.63,ambient_temp
EN655,2020-07-26 11:21:14,7,L4,4,40.6917,-70.8797,40.024,D1_20,D1,>0&<20,NA,0.1,1.386,1,L4,0.63,ambient_temp
EN655,2020-07-26 11:25:54,7,L4,11,40.6906,-70.8796,23.48,D2_GFF,D2,>0,NA,5,20.908,1,L4,0.75,ambient_temp
EN655,2020-07-26 11:25:54,7,L4,11,40.6906,-70.8796,23.48,D2_5,D2,>0&<5,NA,5,17.667,1,L4,0.75,ambient_temp
EN655,2020-07-26 11:25:54,7,L4,11,40.6906,-70.8796,23.48,D2_20,D2,>0&<20,NA,5,19.917,1,L4,0.75,ambient_temp
EN655,2020-07-26 11:28:31,7,L4,15,40.69,-70.8796,14.185,D3_GFF,D3,>0,NA,20,38.1,1,L4,0.81,ambient_temp
EN655,2020-07-26 11:28:31,7,L4,15,40.69,-70.8796,14.185,D3_5,D3,>0&<5,NA,20,32.023,1,L4,0.81,ambient_temp
EN655,2020-07-26 11:28:31,7,L4,15,40.69,-70.8796,14.185,D3_20,D3,>0&<20,NA,20,37.92,1,L4,0.81,ambient_temp
EN655,2020-07-26 11:31:39,7,L4,20,40.689,-70.8794,1.823,D4_GFF,D4,>0,1,65,19.954,1,L4,0.92,ambient_temp
EN655,2020-07-26 11:31:39,7,L4,20,40.689,-70.8794,1.823,D4_GFF,D4,>0,2,65,21.34,1,L4,0.92,ambient_temp
EN655,2020-07-26 11:31:39,7,L4,20,40.689,-70.8794,1.823,D4_GFF,D4,>0,3,65,21.705,1,L4,0.92,ambient_temp
EN655,2020-07-26 11:31:39,7,L4,20,40.689,-70.8794,1.823,D4_10,D4,>0&<10,1,65,12.987,1,L4,0.92,ambient_temp
EN655,2020-07-26 11:31:39,7,L4,20,40.689,-70.8794,1.823,D4_10,D4,>0&<10,2,65,12.561,1,L4,0.92,ambient_temp
EN655,2020-07-26 11:31:39,7,L4,20,40.689,-70.8794,1.823,D4_10,D4,>0&<10,3,65,12.651,1,L4,0.92,ambient_temp
EN655,2020-07-26 11:31:39,7,L4,20,40.689,-70.8794,1.823,D4_5,D4,>0&<5,NA,65,9.49,1,L4,0.92,ambient_temp
EN655,2020-07-26 11:31:39,7,L4,20,40.689,-70.8794,1.823,D4_20,D4,>0&<20,NA,65,13.389,1,L4,0.92,ambient_temp
EN655,2020-07-27 10:42:28,12,L10,7,39.9271,-70.8897,70.847,D1_GFF,D1,>0,NA,0.1,0.958,1,L10,1.54,ambient_temp
EN655,2020-07-27 10:42:28,12,L10,7,39.9271,-70.8897,70.847,D1_5,D1,>0&<5,NA,0.1,0.373,1,L10,1.54,ambient_temp
EN655,2020-07-27 10:42:28,12,L10,7,39.9271,-70.8897,70.847,D1_20,D1,>0&<20,NA,0.1,0.645,1,L10,1.54,ambient_temp
EN655,2020-07-27 10:44:42,12,L10,11,39.9264,-70.8901,50.407,D2_GFF,D2,>0,NA,5,13.654,1,L10,1.62,ambient_temp
EN655,2020-07-27 10:44:42,12,L10,11,39.9264,-70.8901,50.407,D2_5,D2,>0&<5,NA,5,6.41,1,L10,1.62,ambient_temp
EN655,2020-07-27 10:44:42,12,L10,11,39.9264,-70.8901,50.407,D2_20,D2,>0&<20,NA,5,9.878,1,L10,1.62,ambient_temp
EN655,2020-07-27 10:47:26,12,L10,12,39.9256,-70.8907,23.149,D3_GFF,D3,>0,NA,20,5.879,1,L10,1.72,ambient_temp
EN655,2020-07-27 10:47:26,12,L10,12,39.9256,-70.8907,23.149,D3_5,D3,>0&<5,NA,20,3.01,1,L10,1.72,ambient_temp
EN655,2020-07-27 10:47:26,12,L10,12,39.9256,-70.8907,23.149,D3_20,D3,>0&<20,NA,20,3.961,1,L10,1.72,ambient_temp
EN655,2020-07-27 10:52:12,12,L10,20,39.9243,-70.892,2.706,D4_GFF,D4,>0,1,65,6.179,1,L10,1.9,ambient_temp
EN655,2020-07-27 10:52:12,12,L10,20,39.9243,-70.892,2.706,D4_GFF,D4,>0,2,65,6.499,1,L10,1.9,ambient_temp
EN655,2020-07-27 10:52:12,12,L10,20,39.9243,-70.892,2.706,D4_GFF,D4,>0,3,65,6.613,1,L10,1.9,ambient_temp
EN655,2020-07-27 10:52:12,12,L10,20,39.9243,-70.892,2.706,D4_10,D4,>0&<10,1,65,4.938,1,L10,1.9,ambient_temp
EN655,2020-07-27 10:52:12,12,L10,20,39.9243,-70.892,2.706,D4_10,D4,>0&<10,2,65,5.051,1,L10,1.9,ambient_temp
EN655,2020-07-27 10:52:12,12,L10,20,39.9243,-70.892,2.706,D4_10,D4,>0&<10,3,65,4.231,1,L10,1.9,ambient_temp
EN655,2020-07-27 10:52:12,12,L10,20,39.9243,-70.892,2.706,D4_5,D4,>0&<5,NA,65,6.606,1,L10,1.9,ambient_temp
EN655,2020-07-27 10:52:12,12,L10,20,39.9243,-70.892,2.706,D4_20,D4,>0&<20,NA,65,5.433,1,L10,1.9,ambient_temp
EN657,2020-10-13 17:57:54,1,L1,4,41.2028,-70.8773,18.562,D1_GFF,D1,>0,NA,1,7.461,1,L1,0.84,ambient_temp
EN657,2020-10-13 17:57:54,1,L1,4,41.2028,-70.8773,18.562,D1_5,D1,>0&<5,NA,1,4.609,1,L1,0.84,ambient_temp
EN657,2020-10-13 17:57:54,1,L1,4,41.2028,-70.8773,18.562,D1_20,D1,>0&<20,NA,1,7.169,1,L1,0.84,ambient_temp
EN657,2020-10-13 18:01:56,1,L1,10,41.203,-70.8762,9.888,D2_GFF,D2,>0,NA,5,30.512,1,L1,0.92,ambient_temp
EN657,2020-10-13 18:01:56,1,L1,10,41.203,-70.8762,9.888,D2_5,D2,>0&<5,NA,5,16.603,1,L1,0.92,ambient_temp
EN657,2020-10-13 18:01:56,1,L1,10,41.203,-70.8762,9.888,D2_20,D2,>0&<20,NA,5,21.903,1,L1,0.92,ambient_temp
EN657,2020-10-13 18:05:16,1,L1,16,41.203,-70.8754,3.066,D3_GFF,D3,>0,1,65,130.292,1,L1,0.97,ambient_temp
EN657,2020-10-13 18:05:16,1,L1,16,41.203,-70.8754,3.066,D3_GFF,D3,>0,2,65,130.624,1,L1,0.97,ambient_temp
EN657,2020-10-13 18:05:16,1,L1,16,41.203,-70.8754,3.066,D3_GFF,D3,>0,3,65,132.653,1,L1,0.97,ambient_temp
EN657,2020-10-13 18:05:16,1,L1,16,41.203,-70.8754,3.066,D3_10,D3,>0&<10,1,65,82.742,1,L1,0.97,ambient_temp
EN657,2020-10-13 18:05:16,1,L1,16,41.203,-70.8754,3.066,D3_10,D3,>0&<10,2,65,79.308,1,L1,0.97,ambient_temp
EN657,2020-10-13 18:05:16,1,L1,16,41.203,-70.8754,3.066,D3_10,D3,>0&<10,3,65,83.626,1,L1,0.97,ambient_temp
EN657,2020-10-13 18:05:16,1,L1,16,41.203,-70.8754,3.066,D3_5,D3,>0&<5,NA,65,60.872,1,L1,0.97,ambient_temp
EN657,2020-10-13 18:05:16,1,L1,16,41.203,-70.8754,3.066,D3_20,D3,>0&<20,NA,65,104.903,1,L1,0.97,ambient_temp
EN657,2020-10-14 13:16:22,5,L2,7,41.0293,-70.8842,35.335,D1_GFF,D1,>0,NA,0.1,3.233,1,L2,0.11,ambient_temp
EN657,2020-10-14 13:16:22,5,L2,7,41.0293,-70.8842,35.335,D1_5,D1,>0&<5,NA,0.1,0.802,1,L2,0.11,ambient_temp
EN657,2020-10-14 13:16:22,5,L2,7,41.0293,-70.8842,35.335,D1_20,D1,>0&<20,NA,0.1,1.796,1,L2,0.11,ambient_temp
EN657,2020-10-14 13:19:32,5,L2,11,41.0293,-70.8843,20.511,D2_GFF,D2,>0,NA,5,16.236,1,L2,0.11,ambient_temp
EN657,2020-10-14 13:19:32,5,L2,11,41.0293,-70.8843,20.511,D2_5,D2,>0&<5,NA,5,3.735,1,L2,0.11,ambient_temp
EN657,2020-10-14 13:19:32,5,L2,11,41.0293,-70.8843,20.511,D2_20,D2,>0&<20,NA,5,7.159,1,L2,0.11,ambient_temp
EN657,2020-10-14 13:21:58,5,L2,16,41.0294,-70.8843,4.234,D3_GFF,D3,>0,1,65,61.663,1,L2,0.11,ambient_temp
EN657,2020-10-14 13:21:58,5,L2,16,41.0294,-70.8843,4.234,D3_GFF,D3,>0,2,65,60.623,1,L2,0.11,ambient_temp
EN657,2020-10-14 13:21:58,5,L2,16,41.0294,-70.8843,4.234,D3_GFF,D3,>0,3,65,55.499,1,L2,0.11,ambient_temp
EN657,2020-10-14 13:21:58,5,L2,16,41.0294,-70.8843,4.234,D3_10,D3,>0&<10,1,65,25.391,1,L2,0.11,ambient_temp
EN657,2020-10-14 13:21:58,5,L2,16,41.0294,-70.8843,4.234,D3_10,D3,>0&<10,2,65,22.412,1,L2,0.11,ambient_temp
EN657,2020-10-14 13:21:58,5,L2,16,41.0294,-70.8843,4.234,D3_10,D3,>0&<10,3,65,19.545,1,L2,0.11,ambient_temp
EN657,2020-10-14 13:21:58,5,L2,16,41.0294,-70.8843,4.234,D3_5,D3,>0&<5,NA,65,15.078,1,L2,0.11,ambient_temp
EN657,2020-10-14 13:21:58,5,L2,16,41.0294,-70.8843,4.234,D3_20,D3,>0&<20,NA,65,24.766,1,L2,0.11,ambient_temp
EN657,2020-10-14 18:35:16,6,L4,6,40.6962,-70.8916,45.547,D1_GFF,D1,>0,NA,1,1.707,1,L4,0.71,ambient_temp
EN657,2020-10-14 18:35:16,6,L4,6,40.6962,-70.8916,45.547,D1_5,D1,>0&<5,NA,1,1.121,1,L4,0.71,ambient_temp
EN657,2020-10-14 18:35:16,6,L4,6,40.6962,-70.8916,45.547,D1_20,D1,>0&<20,NA,1,1.453,1,L4,0.71,ambient_temp
EN657,2020-10-14 18:38:20,6,L4,10,40.696,-70.8927,33.356,D2_GFF,D2,>0,NA,5,14.121,1,L4,0.79,ambient_temp
EN657,2020-10-14 18:38:20,6,L4,10,40.696,-70.8927,33.356,D2_5,D2,>0&<5,NA,5,9.946,1,L4,0.79,ambient_temp
EN657,2020-10-14 18:38:20,6,L4,10,40.696,-70.8927,33.356,D2_20,D2,>0&<20,NA,5,12.208,1,L4,0.79,ambient_temp
EN657,2020-10-14 18:41:22,6,L4,12,40.6957,-70.8936,20.376,D3_GFF,D3,>0,NA,20,38.647,1,L4,0.88,ambient_temp
EN657,2020-10-14 18:41:22,6,L4,12,40.6957,-70.8936,20.376,D3_5,D3,>0&<5,NA,20,29.881,1,L4,0.88,ambient_temp
EN657,2020-10-14 18:41:22,6,L4,12,40.6957,-70.8936,20.376,D3_20,D3,>0&<20,NA,20,32.26,1,L4,0.88,ambient_temp
EN657,2020-10-14 18:44:30,6,L4,23,40.6956,-70.8946,2.562,D4_GFF,D4,>0,1,65,57.604,1,L4,0.97,ambient_temp
EN657,2020-10-14 18:44:30,6,L4,23,40.6956,-70.8946,2.562,D4_GFF,D4,>0,2,65,57.905,1,L4,0.97,ambient_temp
EN657,2020-10-14 18:44:30,6,L4,23,40.6956,-70.8946,2.562,D4_GFF,D4,>0,3,65,58.086,1,L4,0.97,ambient_temp
EN657,2020-10-14 18:44:30,6,L4,23,40.6956,-70.8946,2.562,D4_10,D4,>0&<10,1,65,23.354,1,L4,0.97,ambient_temp
EN657,2020-10-14 18:44:30,6,L4,23,40.6956,-70.8946,2.562,D4_10,D4,>0&<10,2,65,21.809,1,L4,0.97,ambient_temp
EN657,2020-10-14 18:44:30,6,L4,23,40.6956,-70.8946,2.562,D4_10,D4,>0&<10,3,65,22.938,1,L4,0.97,ambient_temp
EN657,2020-10-14 18:44:30,6,L4,23,40.6956,-70.8946,2.562,D4_5,D4,>0&<5,NA,65,32.482,1,L4,0.97,ambient_temp
EN657,2020-10-14 18:44:30,6,L4,23,40.6956,-70.8946,2.562,D4_20,D4,>0&<20,NA,65,33.048,1,L4,0.97,ambient_temp
EN657,2020-10-17 00:00:56,17,L6,8,40.3595,-70.888,60.716,D1_GFF,D1,>0,NA,0.1,0.852,1,L6,0.58,ambient_temp
EN657,2020-10-17 00:00:56,17,L6,8,40.3595,-70.888,60.716,D1_5,D1,>0&<5,NA,0.1,0.508,1,L6,0.58,ambient_temp
EN657,2020-10-17 00:00:56,17,L6,8,40.3595,-70.888,60.716,D1_20,D1,>0&<20,NA,0.1,0.626,1,L6,0.58,ambient_temp
EN657,2020-10-17 00:05:22,17,L6,11,40.3599,-70.8884,38.79,D2_GFF,D2,>0,NA,1,2.27,1,L6,0.57,ambient_temp
EN657,2020-10-17 00:05:22,17,L6,11,40.3599,-70.8884,38.79,D2_5,D2,>0&<5,NA,1,1.15,1,L6,0.57,ambient_temp
EN657,2020-10-17 00:05:22,17,L6,11,40.3599,-70.8884,38.79,D2_20,D2,>0&<20,NA,1,1.802,1,L6,0.57,ambient_temp
EN657,2020-10-17 00:08:14,17,L6,16,40.3601,-70.8886,20.636,D3_GFF,D3,>0,NA,10,10.359,1,L6,0.58,ambient_temp
EN657,2020-10-17 00:08:14,17,L6,16,40.3601,-70.8886,20.636,D3_5,D3,>0&<5,NA,10,7.374,1,L6,0.58,ambient_temp
EN657,2020-10-17 00:08:14,17,L6,16,40.3601,-70.8886,20.636,D3_20,D3,>0&<20,NA,10,9.42,1,L6,0.58,ambient_temp
EN657,2020-10-17 00:11:16,17,L6,20,40.3602,-70.8888,3.874,D4_GFF,D4,>0,1,65,7.861,1,L6,0.58,ambient_temp
EN657,2020-10-17 00:11:16,17,L6,20,40.3602,-70.8888,3.874,D4_GFF,D4,>0,2,65,8.437,1,L6,0.58,ambient_temp
EN657,2020-10-17 00:11:16,17,L6,20,40.3602,-70.8888,3.874,D4_GFF,D4,>0,3,65,8.247,1,L6,0.58,ambient_temp
EN657,2020-10-17 00:11:16,17,L6,20,40.3602,-70.8888,3.874,D4_10,D4,>0&<10,1,65,8.481,1,L6,0.58,ambient_temp
EN657,2020-10-17 00:11:16,17,L6,20,40.3602,-70.8888,3.874,D4_10,D4,>0&<10,2,65,8.741,1,L6,0.58,ambient_temp
EN657,2020-10-17 00:11:16,17,L6,20,40.3602,-70.8888,3.874,D4_10,D4,>0&<10,3,65,7.06,1,L6,0.58,ambient_temp
EN657,2020-10-17 00:11:16,17,L6,20,40.3602,-70.8888,3.874,D4_5,D4,>0&<5,NA,65,8.07,1,L6,0.58,ambient_temp
EN657,2020-10-17 00:11:16,17,L6,20,40.3602,-70.8888,3.874,D4_20,D4,>0&<20,NA,65,8.527,1,L6,0.58,ambient_temp
EN657,2020-10-16 11:51:07,15,L8,7,40.1305,-70.7699,86.124,D1_GFF,D1,>0,NA,0.1,0.076,1,L8,0.82,ambient_temp
EN657,2020-10-16 11:51:07,15,L8,7,40.1305,-70.7699,86.124,D1_5,D1,>0&<5,NA,0.1,0.04,1,L8,0.82,ambient_temp
EN657,2020-10-16 11:51:07,15,L8,7,40.1305,-70.7699,86.124,D1_20,D1,>0&<20,NA,0.1,0.082,1,L8,0.82,ambient_temp
EN657,2020-10-16 11:57:39,15,L8,13,40.1298,-70.7688,50.512,D2_GFF,D2,>0,NA,5,3.284,1,L8,0.93,ambient_temp
EN657,2020-10-16 11:57:39,15,L8,13,40.1298,-70.7688,50.512,D2_5,D2,>0&<5,NA,5,1.834,1,L8,0.93,ambient_temp
EN657,2020-10-16 11:57:39,15,L8,13,40.1298,-70.7688,50.512,D2_20,D2,>0&<20,NA,5,3.011,1,L8,0.93,ambient_temp
EN657,2020-10-16 12:01:00,15,L8,16,40.1294,-70.7681,25.572,D3_GFF,D3,>0,NA,20,12.237,1,L8,1,ambient_temp
EN657,2020-10-16 12:01:00,15,L8,16,40.1294,-70.7681,25.572,D3_5,D3,>0&<5,NA,20,7.516,1,L8,1,ambient_temp
EN657,2020-10-16 12:01:00,15,L8,16,40.1294,-70.7681,25.572,D3_20,D3,>0&<20,NA,20,9.622,1,L8,1,ambient_temp
EN657,2020-10-16 12:04:02,15,L8,20,40.1291,-70.7676,3.142,D4_GFF,D4,>0,1,65,14.894,1,L8,1.06,ambient_temp
EN657,2020-10-16 12:04:02,15,L8,20,40.1291,-70.7676,3.142,D4_GFF,D4,>0,2,65,13.391,1,L8,1.06,ambient_temp
EN657,2020-10-16 12:04:02,15,L8,20,40.1291,-70.7676,3.142,D4_GFF,D4,>0,3,65,15.1,1,L8,1.06,ambient_temp
EN657,2020-10-16 12:04:02,15,L8,20,40.1291,-70.7676,3.142,D4_10,D4,>0&<10,1,65,7.792,1,L8,1.06,ambient_temp
EN657,2020-10-16 12:04:02,15,L8,20,40.1291,-70.7676,3.142,D4_10,D4,>0&<10,2,65,7.399,1,L8,1.06,ambient_temp
EN657,2020-10-16 12:04:02,15,L8,20,40.1291,-70.7676,3.142,D4_10,D4,>0&<10,3,65,7.941,1,L8,1.06,ambient_temp
EN657,2020-10-16 12:04:02,15,L8,20,40.1291,-70.7676,3.142,D4_5,D4,>0&<5,NA,65,15.172,1,L8,1.06,ambient_temp
EN657,2020-10-16 12:04:02,15,L8,20,40.1291,-70.7676,3.142,D4_20,D4,>0&<20,NA,65,14.824,1,L8,1.06,ambient_temp
EN657,2020-10-15 08:14:39,9,L10,8,39.933,-70.8779,75.452,D1_GFF,D1,>0,NA,1,0.693,1,L10,0.9,ambient_temp
EN657,2020-10-15 08:14:39,9,L10,8,39.933,-70.8779,75.452,D1_5,D1,>0&<5,NA,1,0.557,1,L10,0.9,ambient_temp
EN657,2020-10-15 08:14:39,9,L10,8,39.933,-70.8779,75.452,D1_20,D1,>0&<20,NA,1,0.677,1,L10,0.9,ambient_temp
EN657,2020-10-15 08:19:58,9,L10,13,39.9326,-70.878,45.097,D2_GFF,D2,>0,NA,5,4.77,1,L10,0.94,ambient_temp
EN657,2020-10-15 08:19:58,9,L10,13,39.9326,-70.878,45.097,D2_5,D2,>0&<5,NA,5,4.084,1,L10,0.94,ambient_temp
EN657,2020-10-15 08:19:58,9,L10,13,39.9326,-70.878,45.097,D2_20,D2,>0&<20,NA,5,4.286,1,L10,0.94,ambient_temp
EN657,2020-10-15 08:22:09,9,L10,14,39.9324,-70.878,25.533,D3_GFF,D3,>0,NA,20,14.971,1,L10,0.96,ambient_temp
EN657,2020-10-15 08:22:09,9,L10,14,39.9324,-70.878,25.533,D3_5,D3,>0&<5,NA,20,10.809,1,L10,0.96,ambient_temp
EN657,2020-10-15 08:22:09,9,L10,14,39.9324,-70.878,25.533,D3_20,D3,>0&<20,NA,20,10.819,1,L10,0.96,ambient_temp
EN657,2020-10-15 08:25:35,9,L10,20,39.9322,-70.8779,2.583,D4_GFF,D4,>0,1,65,14.581,1,L10,0.98,ambient_temp
EN657,2020-10-15 08:25:35,9,L10,20,39.9322,-70.8779,2.583,D4_GFF,D4,>0,2,65,15.465,1,L10,0.98,ambient_temp
EN657,2020-10-15 08:25:35,9,L10,20,39.9322,-70.8779,2.583,D4_GFF,D4,>0,3,65,15.672,1,L10,0.98,ambient_temp
EN657,2020-10-15 08:25:35,9,L10,20,39.9322,-70.8779,2.583,D4_10,D4,>0&<10,1,65,14.409,1,L10,0.98,ambient_temp
