cruise,cast,niskin,station,data_check,sd_5_total,CV_5_tot,sd_20_total,CV_20_tot,size,mean_npp,depth_category,sd_npp,depth,depth_grp,latitude,longitude,temp_check,temp
EN649,21,14,L4,A,NA,NA,NA,NA,total,5.663,D2,NA,15.371,"(13.5,15]",40.70074,-70.88314,Good,5.5567
EN649,21,14,L4,A,NA,NA,NA,NA,less20,2.11,D2,NA,15.371,"(13.5,15]",40.70074,-70.88314,Good,5.5567
EN649,21,14,L4,A,NA,NA,NA,NA,less5,1.12,D2,NA,15.371,"(13.5,15]",40.70074,-70.88314,Good,5.5567
EN649,21,14,L4,A,NA,NA,NA,NA,between520,0.99,NA,NA,15.371,"(13.5,15]",40.70074,-70.88314,Good,5.5567
EN649,21,14,L4,A,NA,NA,NA,NA,greater20,3.553,NA,NA,15.371,"(13.5,15]",40.70074,-70.88314,Good,5.5567
EN649,21,20,L4,A,NA,NA,NA,NA,total,9.046,D3,NA,3.196,"(1.5,3]",40.70122,-70.88348,Good,5.556222222
EN649,21,20,L4,A,NA,NA,NA,NA,less20,4.209,D3,NA,3.196,"(1.5,3]",40.70122,-70.88348,Good,5.556222222
EN649,21,20,L4,A,NA,NA,NA,NA,less5,2.276,D3,NA,3.196,"(1.5,3]",40.70122,-70.88348,Good,5.556222222
EN649,21,20,L4,A,NA,NA,NA,NA,between520,1.933,NA,NA,3.196,"(1.5,3]",40.70122,-70.88348,Good,5.556222222
EN649,21,20,L4,A,NA,NA,NA,NA,greater20,4.837,NA,NA,3.196,"(1.5,3]",40.70122,-70.88348,Good,5.556222222
EN655,2,6,L2,A,NA,NA,NA,NA,total,6.842,D1,NA,30.206,"(28.5,30]",41.03038,-70.87818,Good,11.232875
EN655,2,6,L2,A,NA,NA,NA,NA,less20,4.101,D1,NA,30.206,"(28.5,30]",41.03038,-70.87818,Good,11.232875
EN655,2,6,L2,A,NA,NA,NA,NA,less5,1.003,D1,NA,30.206,"(28.5,30]",41.03038,-70.87818,Good,11.232875
EN655,2,6,L2,A,NA,NA,NA,NA,between520,3.098,NA,NA,30.206,"(28.5,30]",41.03038,-70.87818,Good,11.232875
EN655,2,6,L2,A,NA,NA,NA,NA,greater20,2.741,NA,NA,30.206,"(28.5,30]",41.03038,-70.87818,Good,11.232875
EN655,2,9,L2,A,NA,NA,NA,NA,total,41.396,D2,NA,20.408,"(19.5,21]",41.03038,-70.87791,Good,11.90224
EN655,2,9,L2,A,NA,NA,NA,NA,less20,18.959,D2,NA,20.408,"(19.5,21]",41.03038,-70.87791,Good,11.90224
EN655,2,9,L2,A,NA,NA,NA,NA,less5,6.494,D2,NA,20.408,"(19.5,21]",41.03038,-70.87791,Good,11.90224
EN655,2,9,L2,A,NA,NA,NA,NA,between520,12.465,NA,NA,20.408,"(19.5,21]",41.03038,-70.87791,Good,11.90224
EN655,2,9,L2,A,NA,NA,NA,NA,greater20,22.437,NA,NA,20.408,"(19.5,21]",41.03038,-70.87791,Good,11.90224
EN655,2,17,L2,A,NA,NA,NA,NA,total,21.5313,D3,0.4849,1.931,"(1.5,3]",41.03041,-70.8769,Good,21.65258182
EN655,2,17,L2,A,NA,NA,NA,NA,less20,18.633,D3,NA,1.931,"(1.5,3]",41.03041,-70.8769,Good,21.65258182
EN655,2,17,L2,A,NA,NA,NA,NA,less5,16.436,D3,NA,1.931,"(1.5,3]",41.03041,-70.8769,Good,21.65258182
EN655,2,17,L2,A,NA,NA,NA,NA,between520,2.197,NA,NA,1.931,"(1.5,3]",41.03041,-70.8769,Good,21.65258182
EN655,2,17,L2,A,NA,NA,NA,NA,greater20,2.8983,NA,NA,1.931,"(1.5,3]",41.03041,-70.8769,Good,21.65258182
EN655,7,11,L4,A,NA,NA,NA,NA,total,20.908,D2,NA,23.297,"(22.5,24]",40.69058,-70.8796,Good,11.4027
EN655,7,11,L4,A,NA,NA,NA,NA,less20,19.917,D2,NA,23.297,"(22.5,24]",40.69058,-70.8796,Good,11.4027
EN655,7,11,L4,A,NA,NA,NA,NA,less5,17.667,D2,NA,23.297,"(22.5,24]",40.69058,-70.8796,Good,11.4027
EN655,7,11,L4,A,NA,NA,NA,NA,between520,2.25,NA,NA,23.297,"(22.5,24]",40.69058,-70.8796,Good,11.4027
EN655,7,11,L4,A,NA,NA,NA,NA,greater20,0.991,NA,NA,23.297,"(22.5,24]",40.69058,-70.8796,Good,11.4027
EN655,7,15,L4,A,NA,NA,NA,NA,total,38.1,D3,NA,14.075,"(13.5,15]",40.68998,-70.87962,Good,14.47504
EN655,7,15,L4,A,NA,NA,NA,NA,less20,37.92,D3,NA,14.075,"(13.5,15]",40.68998,-70.87962,Good,14.47504
EN655,7,15,L4,A,NA,NA,NA,NA,less5,32.023,D3,NA,14.075,"(13.5,15]",40.68998,-70.87962,Good,14.47504
EN655,7,15,L4,A,NA,NA,NA,NA,between520,5.897,NA,NA,14.075,"(13.5,15]",40.68998,-70.87962,Good,14.47504
EN655,7,15,L4,A,NA,NA,NA,NA,greater20,0.18,NA,NA,14.075,"(13.5,15]",40.68998,-70.87962,Good,14.47504
EN655,7,20,L4,A,NA,NA,NA,NA,total,20.9997,D4,0.9238,1.809,"(0,1.5]",40.68898,-70.87938,Good,24.3332875
EN655,7,20,L4,A,NA,NA,NA,NA,less20,13.389,D4,NA,1.809,"(0,1.5]",40.68898,-70.87938,Good,24.3332875
EN655,7,20,L4,A,NA,NA,NA,NA,less5,9.49,D4,NA,1.809,"(0,1.5]",40.68898,-70.87938,Good,24.3332875
EN655,7,20,L4,A,NA,NA,NA,NA,between520,3.899,NA,NA,1.809,"(0,1.5]",40.68898,-70.87938,Good,24.3332875
EN655,7,20,L4,A,NA,NA,NA,NA,greater20,7.6107,NA,NA,1.809,"(0,1.5]",40.68898,-70.87938,Good,24.3332875
EN655,12,7,L10,A,NA,NA,NA,NA,total,0.958,D1,NA,70.293,"(69,70.5]",39.92706,-70.88968,Good,15.14476667
EN655,12,7,L10,A,NA,NA,NA,NA,less20,0.645,D1,NA,70.293,"(69,70.5]",39.92706,-70.88968,Good,15.14476667
EN655,12,7,L10,A,NA,NA,NA,NA,less5,0.373,D1,NA,70.293,"(69,70.5]",39.92706,-70.88968,Good,15.14476667
EN655,12,7,L10,A,NA,NA,NA,NA,between520,0.272,NA,NA,70.293,"(69,70.5]",39.92706,-70.88968,Good,15.14476667
EN655,12,7,L10,A,NA,NA,NA,NA,greater20,0.313,NA,NA,70.293,"(69,70.5]",39.92706,-70.88968,Good,15.14476667
EN655,12,11,L10,A,NA,NA,NA,NA,total,13.654,D2,NA,50.015,"(49.5,51]",39.9264,-70.89006,Good,14.982475
EN655,12,11,L10,A,NA,NA,NA,NA,less20,9.878,D2,NA,50.015,"(49.5,51]",39.9264,-70.89006,Good,14.982475
EN655,12,11,L10,A,NA,NA,NA,NA,less5,6.41,D2,NA,50.015,"(49.5,51]",39.9264,-70.89006,Good,14.982475
EN655,12,11,L10,A,NA,NA,NA,NA,between520,3.468,NA,NA,50.015,"(49.5,51]",39.9264,-70.89006,Good,14.982475
EN655,12,11,L10,A,NA,NA,NA,NA,greater20,3.776,NA,NA,50.015,"(49.5,51]",39.9264,-70.89006,Good,14.982475
EN655,12,12,L10,A,NA,NA,NA,NA,total,0,D3,NA,22.971,"(21,22.5]",39.92561,-70.89074,Bad,19.40936667
EN655,12,12,L10,A,NA,NA,NA,NA,less20,0,D3,NA,22.971,"(21,22.5]",39.92561,-70.89074,Bad,19.40936667
EN655,12,12,L10,A,NA,NA,NA,NA,less5,0,D3,NA,22.971,"(21,22.5]",39.92561,-70.89074,Bad,19.40936667
EN655,12,12,L10,A,NA,NA,NA,NA,between520,0,NA,NA,22.971,"(21,22.5]",39.92561,-70.89074,Bad,19.40936667
EN655,12,12,L10,A,NA,NA,NA,NA,greater20,0,NA,NA,22.971,"(21,22.5]",39.92561,-70.89074,Bad,19.40936667
EN661,1,11,L1,A,NA,NA,NA,NA,total,11.921,D2,NA,10.878,"(9,10.5]",41.19702,-70.87822,Good,3.72108
EN661,1,11,L1,A,NA,NA,NA,NA,less20,3.593,D2,NA,10.878,"(9,10.5]",41.19702,-70.87822,Good,3.72108
EN661,1,11,L1,A,NA,NA,NA,NA,less5,0.549,D2,NA,10.878,"(9,10.5]",41.19702,-70.87822,Good,3.72108
EN661,1,11,L1,A,NA,NA,NA,NA,between520,3.044,NA,NA,10.878,"(9,10.5]",41.19702,-70.87822,Good,3.72108
EN661,1,11,L1,A,NA,NA,NA,NA,greater20,8.328,NA,NA,10.878,"(9,10.5]",41.19702,-70.87822,Good,3.72108
EN661,1,17,L1,A,NA,NA,NA,NA,total,53.0677,D3,0.4072,1.273,"(0,1.5]",41.19592,-70.87724,Good,3.856609091
EN661,1,17,L1,A,NA,NA,NA,NA,less20,19.957,D3,NA,1.273,"(0,1.5]",41.19592,-70.87724,Good,3.856609091
EN661,1,17,L1,A,NA,NA,NA,NA,less5,6.469,D3,NA,1.273,"(0,1.5]",41.19592,-70.87724,Good,3.856609091
EN661,1,17,L1,A,NA,NA,NA,NA,between520,13.488,NA,NA,1.273,"(0,1.5]",41.19592,-70.87724,Good,3.856609091
EN661,1,17,L1,A,NA,NA,NA,NA,greater20,33.1107,NA,NA,1.273,"(0,1.5]",41.19592,-70.87724,Good,3.856609091
EN661,2,9,L2,A,NA,NA,NA,NA,total,1.443,D1,NA,24.094,"(22.5,24]",41.03062,-70.88844,Good,4.10376
EN661,2,9,L2,A,NA,NA,NA,NA,less20,1.037,D1,NA,24.094,"(22.5,24]",41.03062,-70.88844,Good,4.10376
EN661,2,9,L2,A,NA,NA,NA,NA,less5,0.226,D1,NA,24.094,"(22.5,24]",41.03062,-70.88844,Good,4.10376
EN661,2,9,L2,A,NA,NA,NA,NA,between520,0.811,NA,NA,24.094,"(22.5,24]",41.03062,-70.88844,Good,4.10376
EN661,2,9,L2,A,NA,NA,NA,NA,greater20,0.406,NA,NA,24.094,"(22.5,24]",41.03062,-70.88844,Good,4.10376
EN661,2,13,L2,A,NA,NA,NA,NA,total,1.764,D2,NA,15.162,"(13.5,15]",41.03072,-70.88876,Good,3.975775
EN661,2,13,L2,A,NA,NA,NA,NA,less20,0.897,D2,NA,15.162,"(13.5,15]",41.03072,-70.88876,Good,3.975775
EN661,2,13,L2,A,NA,NA,NA,NA,less5,0.277,D2,NA,15.162,"(13.5,15]",41.03072,-70.88876,Good,3.975775
EN661,2,13,L2,A,NA,NA,NA,NA,between520,0.62,NA,NA,15.162,"(13.5,15]",41.03072,-70.88876,Good,3.975775
EN661,2,13,L2,A,NA,NA,NA,NA,greater20,0.867,NA,NA,15.162,"(13.5,15]",41.03072,-70.88876,Good,3.975775
EN661,2,18,L2,A,NA,NA,NA,NA,total,12.946,D3,0.7463,3.362,"(1.5,3]",41.03087,-70.88893,Good,3.91422
EN661,2,18,L2,A,NA,NA,NA,NA,less20,6.104,D3,NA,3.362,"(1.5,3]",41.03087,-70.88893,Good,3.91422
EN661,2,18,L2,A,NA,NA,NA,NA,less5,2.253,D3,NA,3.362,"(1.5,3]",41.03087,-70.88893,Good,3.91422
EN661,2,18,L2,A,NA,NA,NA,NA,between520,3.851,NA,NA,3.362,"(1.5,3]",41.03087,-70.88893,Good,3.91422
EN661,2,18,L2,A,NA,NA,NA,NA,greater20,6.842,NA,NA,3.362,"(1.5,3]",41.03087,-70.88893,Good,3.91422
EN661,5,8,L4,A,NA,NA,NA,NA,total,0.631,D1,NA,28.322,"(27,28.5]",40.69686,-70.88643,Good,6.30278
EN661,5,8,L4,A,NA,NA,NA,NA,less20,0.166,D1,NA,28.322,"(27,28.5]",40.69686,-70.88643,Good,6.30278
EN661,5,8,L4,A,NA,NA,NA,NA,less5,0.075,D1,NA,28.322,"(27,28.5]",40.69686,-70.88643,Good,6.30278
EN661,5,8,L4,A,NA,NA,NA,NA,between520,0.091,NA,NA,28.322,"(27,28.5]",40.69686,-70.88643,Good,6.30278
EN661,5,8,L4,A,NA,NA,NA,NA,greater20,0.465,NA,NA,28.322,"(27,28.5]",40.69686,-70.88643,Good,6.30278
EN661,5,13,L4,A,NA,NA,NA,NA,total,1.245,D2,NA,15.317,"(13.5,15]",40.69658,-70.88716,Good,6.30214
EN661,5,13,L4,A,NA,NA,NA,NA,less20,1.205,D2,NA,15.317,"(13.5,15]",40.69658,-70.88716,Good,6.30214
EN661,5,13,L4,A,NA,NA,NA,NA,less5,0.09,D2,NA,15.317,"(13.5,15]",40.69658,-70.88716,Good,6.30214
EN661,5,13,L4,A,NA,NA,NA,NA,between520,1.115,NA,NA,15.317,"(13.5,15]",40.69658,-70.88716,Good,6.30214
EN661,5,13,L4,A,NA,NA,NA,NA,greater20,0.04,NA,NA,15.317,"(13.5,15]",40.69658,-70.88716,Good,6.30214
EN661,5,18,L4,A,NA,NA,NA,NA,total,37.204,D4,6.0318,2.331,"(1.5,3]",40.69632,-70.8878,Good,6.29464
EN661,5,18,L4,A,NA,NA,NA,NA,less20,7.596,D4,NA,2.331,"(1.5,3]",40.69632,-70.8878,Good,6.29464
EN661,5,18,L4,A,NA,NA,NA,NA,less5,1.179,D4,NA,2.331,"(1.5,3]",40.69632,-70.8878,Good,6.29464
EN661,5,18,L4,A,NA,NA,NA,NA,between520,6.417,NA,NA,2.331,"(1.5,3]",40.69632,-70.8878,Good,6.29464
EN661,5,18,L4,A,NA,NA,NA,NA,greater20,29.608,NA,NA,2.331,"(1.5,3]",40.69632,-70.8878,Good,6.29464
EN661,13,9,L1,A,NA,NA,NA,NA,total,0.489,D1,NA,10.42,"(9,10.5]",41.1622,-70.89142,Good,3.54544
EN661,13,9,L1,A,NA,NA,NA,NA,less20,0.223,D1,NA,10.42,"(9,10.5]",41.1622,-70.89142,Good,3.54544
EN661,13,9,L1,A,NA,NA,NA,NA,less5,0.012,D1,NA,10.42,"(9,10.5]",41.1622,-70.89142,Good,3.54544
EN661,13,9,L1,A,NA,NA,NA,NA,between520,0.211,NA,NA,10.42,"(9,10.5]",41.1622,-70.89142,Good,3.54544
EN661,13,9,L1,A,NA,NA,NA,NA,greater20,0.266,NA,NA,10.42,"(9,10.5]",41.1622,-70.89142,Good,3.54544
EN661,13,14,L1,A,NA,NA,NA,NA,total,28.7285,D4,1.4503,1.821,"(0,1.5]",41.16186,-70.89132,Good,3.60386
EN661,13,14,L1,A,NA,NA,NA,NA,less20,6.374,D4,NA,1.821,"(0,1.5]",41.16186,-70.89132,Good,3.60386
EN661,13,14,L1,A,NA,NA,NA,NA,less5,0,D4,NA,1.821,"(0,1.5]",41.16186,-70.89132,Good,3.60386
EN661,13,14,L1,A,NA,NA,NA,NA,between520,6.374,NA,NA,1.821,"(0,1.5]",41.16186,-70.89132,Good,3.60386
EN661,13,14,L1,A,NA,NA,NA,NA,greater20,22.3545,NA,NA,1.821,"(0,1.5]",41.16186,-70.89132,Good,3.60386
EN668,1,6,L1,A,NA,NA,NA,NA,total,34.135,D1,NA,14.035,"(13.5,15]",41.19576,-70.88402,Good,16.255225
EN668,1,6,L1,A,NA,NA,NA,NA,less20,31.149,D1,NA,14.035,"(13.5,15]",41.19576,-70.88402,Good,16.255225
EN668,1,6,L1,A,NA,NA,NA,NA,less5,11.859,D1,NA,14.035,"(13.5,15]",41.19576,-70.88402,Good,16.255225
EN668,1,6,L1,A,NA,NA,NA,NA,between520,19.29,NA,NA,14.035,"(13.5,15]",41.19576,-70.88402,Good,16.255225
EN668,1,6,L1,A,NA,NA,NA,NA,greater20,2.986,NA,NA,14.035,"(13.5,15]",41.19576,-70.88402,Good,16.255225
EN668,1,12,L1,A,NA,NA,NA,NA,total,31.042,D2,NA,10.228,"(9,10.5]",41.19522,-70.88356,Good,16.58323333
EN668,1,12,L1,A,NA,NA,NA,NA,less20,25.882,D2,NA,10.228,"(9,10.5]",41.19522,-70.88356,Good,16.58323333
EN668,1,12,L1,A,NA,NA,NA,NA,less5,6.04,D2,NA,10.228,"(9,10.5]",41.19522,-70.88356,Good,16.58323333
EN668,1,12,L1,A,NA,NA,NA,NA,between520,19.842,NA,NA,10.228,"(9,10.5]",41.19522,-70.88356,Good,16.58323333
EN668,1,12,L1,A,NA,NA,NA,NA,greater20,5.16,NA,NA,10.228,"(9,10.5]",41.19522,-70.88356,Good,16.58323333
EN668,1,18,L1,A,NA,NA,NA,NA,total,30.4927,D3,1.4974,4.03,"(3,4.5]",41.19458,-70.88304,Good,19.3909
EN668,1,18,L1,A,NA,NA,NA,NA,less20,24.184,D3,NA,4.03,"(3,4.5]",41.19458,-70.88304,Good,19.3909
EN668,1,18,L1,A,NA,NA,NA,NA,less5,11.044,D3,NA,4.03,"(3,4.5]",41.19458,-70.88304,Good,19.3909
EN668,1,18,L1,A,NA,NA,NA,NA,between520,13.14,NA,NA,4.03,"(3,4.5]",41.19458,-70.88304,Good,19.3909
EN668,1,18,L1,A,NA,NA,NA,NA,greater20,6.3087,NA,NA,4.03,"(3,4.5]",41.19458,-70.88304,Good,19.3909
EN668,2,9,L2,A,NA,NA,NA,NA,total,14.459,D1,NA,21.343,"(19.5,21]",41.03138,-70.87982,Good,14.0908
EN668,2,9,L2,A,NA,NA,NA,NA,less20,8.669,D1,NA,21.343,"(19.5,21]",41.03138,-70.87982,Good,14.0908
EN668,2,9,L2,A,NA,NA,NA,NA,less5,0.373,D1,NA,21.343,"(19.5,21]",41.03138,-70.87982,Good,14.0908
EN668,2,9,L2,A,NA,NA,NA,NA,between520,8.296,NA,NA,21.343,"(19.5,21]",41.03138,-70.87982,Good,14.0908
EN668,2,9,L2,A,NA,NA,NA,NA,greater20,5.79,NA,NA,21.343,"(19.5,21]",41.03138,-70.87982,Good,14.0908
EN668,2,14,L2,A,NA,NA,NA,NA,total,17.572,D2,NA,15.292,"(13.5,15]",41.03138,-70.87958,Good,15.7637
EN668,2,14,L2,A,NA,NA,NA,NA,less20,14.664,D2,NA,15.292,"(13.5,15]",41.03138,-70.87958,Good,15.7637
EN668,2,14,L2,A,NA,NA,NA,NA,less5,4.036,D2,NA,15.292,"(13.5,15]",41.03138,-70.87958,Good,15.7637
EN668,2,14,L2,A,NA,NA,NA,NA,between520,10.628,NA,NA,15.292,"(13.5,15]",41.03138,-70.87958,Good,15.7637
EN668,2,14,L2,A,NA,NA,NA,NA,greater20,2.908,NA,NA,15.292,"(13.5,15]",41.03138,-70.87958,Good,15.7637
EN668,2,19,L2,A,NA,NA,NA,NA,total,12.2853,D3,0.1575,2.719,"(1.5,3]",41.03134,-70.87925,Good,20.5817
EN668,2,19,L2,A,NA,NA,NA,NA,less20,9.361,D3,NA,2.719,"(1.5,3]",41.03134,-70.87925,Good,20.5817
EN668,2,19,L2,A,NA,NA,NA,NA,less5,4.607,D3,NA,2.719,"(1.5,3]",41.03134,-70.87925,Good,20.5817
EN668,2,19,L2,A,NA,NA,NA,NA,between520,4.754,NA,NA,2.719,"(1.5,3]",41.03134,-70.87925,Good,20.5817
EN668,2,19,L2,A,NA,NA,NA,NA,greater20,2.9243,NA,NA,2.719,"(1.5,3]",41.03134,-70.87925,Good,20.5817
EN668,5,6,L4,A,NA,NA,NA,NA,total,1.177,D1,NA,42.899,"(40.5,42]",40.69384,-70.87934,Good,9.7816
EN668,5,6,L4,A,NA,NA,NA,NA,less20,0.678,D1,NA,42.899,"(40.5,42]",40.69384,-70.87934,Good,9.7816
EN668,5,6,L4,A,NA,NA,NA,NA,less5,0.2,D1,NA,42.899,"(40.5,42]",40.69384,-70.87934,Good,9.7816
EN668,5,6,L4,A,NA,NA,NA,NA,between520,0.478,NA,NA,42.899,"(40.5,42]",40.69384,-70.87934,Good,9.7816
EN668,5,6,L4,A,NA,NA,NA,NA,greater20,0.499,NA,NA,42.899,"(40.5,42]",40.69384,-70.87934,Good,9.7816
EN668,5,11,L4,A,NA,NA,NA,NA,total,47.686,D2,NA,30.31,"(28.5,30]",40.69368,-70.87886,Good,11.41672
EN668,5,11,L4,A,NA,NA,NA,NA,less20,28.792,D2,NA,30.31,"(28.5,30]",40.69368,-70.87886,Good,11.41672
EN668,5,11,L4,A,NA,NA,NA,NA,less5,15.156,D2,NA,30.31,"(28.5,30]",40.69368,-70.87886,Good,11.41672
EN668,5,11,L4,A,NA,NA,NA,NA,between520,13.636,NA,NA,30.31,"(28.5,30]",40.69368,-70.87886,Good,11.41672
EN668,5,11,L4,A,NA,NA,NA,NA,greater20,18.894,NA,NA,30.31,"(28.5,30]",40.69368,-70.87886,Good,11.41672
EN668,5,16,L4,A,NA,NA,NA,NA,total,14.084,D3,NA,17.129,"(16.5,18]",40.69353,-70.87848,Good,16.41235
EN668,5,16,L4,A,NA,NA,NA,NA,less20,10.22,D3,NA,17.129,"(16.5,18]",40.69353,-70.87848,Good,16.41235
EN668,5,16,L4,A,NA,NA,NA,NA,less5,4.205,D3,NA,17.129,"(16.5,18]",40.69353,-70.87848,Good,16.41235
EN668,5,16,L4,A,NA,NA,NA,NA,between520,6.015,NA,NA,17.129,"(16.5,18]",40.69353,-70.87848,Good,16.41235
EN668,5,16,L4,A,NA,NA,NA,NA,greater20,3.864,NA,NA,17.129,"(16.5,18]",40.69353,-70.87848,Good,16.41235
EN668,5,20,L4,A,NA,NA,NA,NA,total,9.9003,D4,0.6359,4.064,"(3,4.5]",40.6934,-70.87812,Good,21.3958
EN668,5,20,L4,A,NA,NA,NA,NA,less20,7.746,D4,NA,4.064,"(3,4.5]",40.6934,-70.87812,Good,21.3958
EN668,5,20,L4,A,NA,NA,NA,NA,less5,3.25,D4,NA,4.064,"(3,4.5]",40.6934,-70.87812,Good,21.3958
EN668,5,20,L4,A,NA,NA,NA,NA,between520,4.496,NA,NA,4.064,"(3,4.5]",40.6934,-70.87812,Good,21.3958
EN668,5,20,L4,A,NA,NA,NA,NA,greater20,2.1543,NA,NA,4.064,"(3,4.5]",40.6934,-70.87812,Good,21.3958
EN668,15,6,L8,A,NA,NA,NA,NA,total,0.322,D1,NA,65.414,"(64.5,66]",40.12746,-70.76796,Good,13.84443333
EN668,15,6,L8,A,NA,NA,NA,NA,less20,0.164,D1,NA,65.414,"(64.5,66]",40.12746,-70.76796,Good,13.84443333
EN668,15,6,L8,A,NA,NA,NA,NA,less5,0.019,D1,NA,65.414,"(64.5,66]",40.12746,-70.76796,Good,13.84443333
EN668,15,6,L8,A,NA,NA,NA,NA,between520,0.145,NA,NA,65.414,"(64.5,66]",40.12746,-70.76796,Good,13.84443333
EN668,15,6,L8,A,NA,NA,NA,NA,greater20,0.158,NA,NA,65.414,"(64.5,66]",40.12746,-70.76796,Good,13.84443333
EN668,15,10,L8,A,NA,NA,NA,NA,total,9.735,D2,NA,38.349,"(37.5,39]",40.126220000000004,-70.7676,Good,12.844775
EN668,15,10,L8,A,NA,NA,NA,NA,less20,5.506,D2,NA,38.349,"(37.5,39]",40.126220000000004,-70.7676,Good,12.844775
EN668,15,10,L8,A,NA,NA,NA,NA,less5,3.193,D2,NA,38.349,"(37.5,39]",40.126220000000004,-70.7676,Good,12.844775
EN668,15,10,L8,A,NA,NA,NA,NA,between520,2.313,NA,NA,38.349,"(37.5,39]",40.126220000000004,-70.7676,Good,12.844775
EN668,15,10,L8,A,NA,NA,NA,NA,greater20,4.229,NA,NA,38.349,"(37.5,39]",40.126220000000004,-70.7676,Good,12.844775
EN668,15,16,L8,A,NA,NA,NA,NA,total,10.89,D3,NA,13.755,"(12,13.5]",40.1247,-70.76694,Good,16.5086
EN668,15,16,L8,A,NA,NA,NA,NA,less20,7.895,D3,NA,13.755,"(12,13.5]",40.1247,-70.76694,Good,16.5086
EN668,15,16,L8,A,NA,NA,NA,NA,less5,4.936,D3,NA,13.755,"(12,13.5]",40.1247,-70.76694,Good,16.5086
EN668,15,16,L8,A,NA,NA,NA,NA,between520,2.959,NA,NA,13.755,"(12,13.5]",40.1247,-70.76694,Good,16.5086
