cruise,cast,niskin,station,data_check,sd_5_total,CV_5_tot,sd_20_total,CV_20_tot,size,mean_npp,depth_category,sd_npp,depth,depth_grp,latitude,longitude,temp_check,temp
EN668,15,16,L8,A,NA,NA,NA,NA,greater20,2.995,NA,NA,13.755,"(12,13.5]",40.1247,-70.76694,Good,16.5086
EN668,18,7,L6,A,NA,NA,NA,NA,total,0,D1,NA,50.542,"(49.5,51]",40.3673,-70.89175,Bad,9.893966667
EN668,18,7,L6,A,NA,NA,NA,NA,less20,0,D1,NA,50.542,"(49.5,51]",40.3673,-70.89175,Bad,9.893966667
EN668,18,7,L6,A,NA,NA,NA,NA,less5,0,D1,NA,50.542,"(49.5,51]",40.3673,-70.89175,Bad,9.893966667
EN668,18,7,L6,A,NA,NA,NA,NA,between520,0,NA,NA,50.542,"(49.5,51]",40.3673,-70.89175,Bad,9.893966667
EN668,18,7,L6,A,NA,NA,NA,NA,greater20,0,NA,NA,50.542,"(49.5,51]",40.3673,-70.89175,Bad,9.893966667
EN668,18,9,L6,A,NA,NA,NA,NA,total,38.5525,D2,2.0952,30.914,"(28.5,30]",40.36818,-70.89288,Good,11.05885
EN668,18,9,L6,A,NA,NA,NA,NA,less20,22.605,D2,NA,30.914,"(28.5,30]",40.36818,-70.89288,Good,11.05885
EN668,18,9,L6,A,NA,NA,NA,NA,less5,11.971,D2,NA,30.914,"(28.5,30]",40.36818,-70.89288,Good,11.05885
EN668,18,9,L6,A,NA,NA,NA,NA,between520,10.634,NA,NA,30.914,"(28.5,30]",40.36818,-70.89288,Good,11.05885
EN668,18,9,L6,A,NA,NA,NA,NA,greater20,15.9475,NA,NA,30.914,"(28.5,30]",40.36818,-70.89288,Good,11.05885
EN668,18,16,L6,A,NA,NA,NA,NA,total,21.67,D3,NA,17.874,"(16.5,18]",40.36866,-70.8934,Good,18.0413
EN668,18,16,L6,A,NA,NA,NA,NA,less20,13.957,D3,NA,17.874,"(16.5,18]",40.36866,-70.8934,Good,18.0413
EN668,18,16,L6,A,NA,NA,NA,NA,less5,8.429,D3,NA,17.874,"(16.5,18]",40.36866,-70.8934,Good,18.0413
EN668,18,16,L6,A,NA,NA,NA,NA,between520,5.528,NA,NA,17.874,"(16.5,18]",40.36866,-70.8934,Good,18.0413
EN668,18,16,L6,A,NA,NA,NA,NA,greater20,7.713,NA,NA,17.874,"(16.5,18]",40.36866,-70.8934,Good,18.0413
EN668,18,20,L6,A,NA,NA,NA,NA,total,3.226,D4,0.5049,3.801,"(1.5,3]",40.36918,-70.89396,Good,21.0244125
EN668,18,20,L6,A,NA,NA,NA,NA,less20,2.971,D4,NA,3.801,"(1.5,3]",40.36918,-70.89396,Good,21.0244125
EN668,18,20,L6,A,NA,NA,NA,NA,less5,1.533,D4,NA,3.801,"(1.5,3]",40.36918,-70.89396,Good,21.0244125
EN668,18,20,L6,A,NA,NA,NA,NA,between520,1.438,NA,NA,3.801,"(1.5,3]",40.36918,-70.89396,Good,21.0244125
EN668,18,20,L6,A,NA,NA,NA,NA,greater20,0.255,NA,NA,3.801,"(1.5,3]",40.36918,-70.89396,Good,21.0244125
EN687,1,5,L1,A,NA,NA,NA,NA,total,22.853,D1,NA,15.899,"(16.5,18]",41.18974,-70.87542,Good,17.03507778
EN687,1,5,L1,A,NA,NA,NA,NA,less20,16.424,D1,NA,15.899,"(16.5,18]",41.18974,-70.87542,Good,17.03507778
EN687,1,5,L1,A,NA,NA,NA,NA,less5,7.589,D1,NA,15.899,"(16.5,18]",41.18974,-70.87542,Good,17.03507778
EN687,1,5,L1,A,NA,NA,NA,NA,between520,8.835,NA,NA,15.899,"(16.5,18]",41.18974,-70.87542,Good,17.03507778
EN687,1,5,L1,A,NA,NA,NA,NA,greater20,6.429,NA,NA,15.899,"(16.5,18]",41.18974,-70.87542,Good,17.03507778
EN687,1,12,L1,A,NA,NA,NA,NA,total,47.206,D2,NA,13.391,"(12,13.5]",41.18978,-70.87481,Good,18.89848
EN687,1,12,L1,A,NA,NA,NA,NA,less20,38.19,D2,NA,13.391,"(12,13.5]",41.18978,-70.87481,Good,18.89848
EN687,1,12,L1,A,NA,NA,NA,NA,less5,17.626,D2,NA,13.391,"(12,13.5]",41.18978,-70.87481,Good,18.89848
EN687,1,12,L1,A,NA,NA,NA,NA,between520,20.564,NA,NA,13.391,"(12,13.5]",41.18978,-70.87481,Good,18.89848
EN687,1,12,L1,A,NA,NA,NA,NA,greater20,9.016,NA,NA,13.391,"(12,13.5]",41.18978,-70.87481,Good,18.89848
EN687,1,17,L1,A,NA,NA,NA,NA,total,62.3347,D3,3.2881,3.006,"(1.5,3]",41.18964,-70.87436,Good,22.43923
EN687,1,17,L1,A,NA,NA,NA,NA,less20,54.5137,D3,2.1276,3.006,"(1.5,3]",41.18964,-70.87436,Good,22.43923
EN687,1,17,L1,A,NA,NA,NA,NA,less5,18.7807,D3,1.3994,3.006,"(1.5,3]",41.18964,-70.87436,Good,22.43923
EN687,1,17,L1,A,NA,NA,NA,NA,between520,35.733,NA,NA,3.006,"(1.5,3]",41.18964,-70.87436,Good,22.43923
EN687,1,17,L1,A,NA,NA,NA,NA,greater20,7.821,NA,NA,3.006,"(1.5,3]",41.18964,-70.87436,Good,22.43923
EN687,2,7,L2,A,NA,NA,NA,NA,total,6.555,D1,NA,25.052,"(22.5,24]",41.02662,-70.88312,Good,13.059725
EN687,2,7,L2,A,NA,NA,NA,NA,less20,5.718,D1,NA,25.052,"(22.5,24]",41.02662,-70.88312,Good,13.059725
EN687,2,7,L2,A,NA,NA,NA,NA,less5,2.97,D1,NA,25.052,"(22.5,24]",41.02662,-70.88312,Good,13.059725
EN687,2,7,L2,A,NA,NA,NA,NA,between520,2.748,NA,NA,25.052,"(22.5,24]",41.02662,-70.88312,Good,13.059725
EN687,2,7,L2,A,NA,NA,NA,NA,greater20,0.837,NA,NA,25.052,"(22.5,24]",41.02662,-70.88312,Good,13.059725
EN687,2,12,L2,A,NA,NA,NA,NA,total,189.814,D2,NA,13.656,"(12,13.5]",41.0264,-70.8829,Good,13.66965
EN687,2,12,L2,A,NA,NA,NA,NA,less20,86.953,D2,NA,13.656,"(12,13.5]",41.0264,-70.8829,Good,13.66965
EN687,2,12,L2,A,NA,NA,NA,NA,less5,30.924,D2,NA,13.656,"(12,13.5]",41.0264,-70.8829,Good,13.66965
EN687,2,12,L2,A,NA,NA,NA,NA,between520,56.029,NA,NA,13.656,"(12,13.5]",41.0264,-70.8829,Good,13.66965
EN687,2,12,L2,A,NA,NA,NA,NA,greater20,102.861,NA,NA,13.656,"(12,13.5]",41.0264,-70.8829,Good,13.66965
EN687,2,18,L2,A,NA,NA,NA,NA,total,35.369,D3,0.0947,2.665,"(1.5,3]",41.02622,-70.8826,Good,21.82014
EN687,2,18,L2,A,NA,NA,NA,NA,less20,30.462,D3,NA,2.665,"(1.5,3]",41.02622,-70.8826,Good,21.82014
EN687,2,18,L2,A,NA,NA,NA,NA,less5,11.266,D3,NA,2.665,"(1.5,3]",41.02622,-70.8826,Good,21.82014
EN687,2,18,L2,A,NA,NA,NA,NA,between520,19.196,NA,NA,2.665,"(1.5,3]",41.02622,-70.8826,Good,21.82014
EN687,2,18,L2,A,NA,NA,NA,NA,greater20,4.907,NA,NA,2.665,"(1.5,3]",41.02622,-70.8826,Good,21.82014
EN687,5,6,L4,A,NA,NA,NA,NA,total,0.375,D1,NA,40.223,"(39,40.5]",40.70184,-70.88472,Good,13.2628
EN687,5,6,L4,A,NA,NA,NA,NA,less20,0.257,D1,NA,40.223,"(39,40.5]",40.70184,-70.88472,Good,13.2628
EN687,5,6,L4,A,NA,NA,NA,NA,less5,0.091,D1,NA,40.223,"(39,40.5]",40.70184,-70.88472,Good,13.2628
EN687,5,6,L4,A,NA,NA,NA,NA,between520,0.166,NA,NA,40.223,"(39,40.5]",40.70184,-70.88472,Good,13.2628
EN687,5,6,L4,A,NA,NA,NA,NA,greater20,0.118,NA,NA,40.223,"(39,40.5]",40.70184,-70.88472,Good,13.2628
EN687,5,10,L4,A,NA,NA,NA,NA,total,7.684,D2,NA,30.257,"(28.5,30]",40.70237,-70.885,Good,17.03193333
EN687,5,10,L4,A,NA,NA,NA,NA,less20,5.873,D2,NA,30.257,"(28.5,30]",40.70237,-70.885,Good,17.03193333
EN687,5,10,L4,A,NA,NA,NA,NA,less5,3.371,D2,NA,30.257,"(28.5,30]",40.70237,-70.885,Good,17.03193333
EN687,5,10,L4,A,NA,NA,NA,NA,between520,2.502,NA,NA,30.257,"(28.5,30]",40.70237,-70.885,Good,17.03193333
EN687,5,10,L4,A,NA,NA,NA,NA,greater20,1.811,NA,NA,30.257,"(28.5,30]",40.70237,-70.885,Good,17.03193333
EN687,5,13,L4,A,NA,NA,NA,NA,total,29.071,D3,NA,16.088,"(13.5,15]",40.70275,-70.88518,Good,21.23615
EN687,5,13,L4,A,NA,NA,NA,NA,less20,18.019,D3,NA,16.088,"(13.5,15]",40.70275,-70.88518,Good,21.23615
EN687,5,13,L4,A,NA,NA,NA,NA,less5,12.145,D3,NA,16.088,"(13.5,15]",40.70275,-70.88518,Good,21.23615
EN687,5,13,L4,A,NA,NA,NA,NA,between520,5.874,NA,NA,16.088,"(13.5,15]",40.70275,-70.88518,Good,21.23615
EN687,5,13,L4,A,NA,NA,NA,NA,greater20,11.052,NA,NA,16.088,"(13.5,15]",40.70275,-70.88518,Good,21.23615
EN687,5,21,L4,A,NA,NA,NA,NA,total,35.5843,D4,2.0137,2.974,"(1.5,3]",40.70338,-70.88544,Good,23.07901429
EN687,5,21,L4,A,NA,NA,NA,NA,less20,30.655,D4,NA,2.974,"(1.5,3]",40.70338,-70.88544,Good,23.07901429
EN687,5,21,L4,A,NA,NA,NA,NA,less5,10.417,D4,NA,2.974,"(1.5,3]",40.70338,-70.88544,Good,23.07901429
EN687,5,21,L4,A,NA,NA,NA,NA,between520,20.238,NA,NA,2.974,"(1.5,3]",40.70338,-70.88544,Good,23.07901429
EN687,5,21,L4,A,NA,NA,NA,NA,greater20,4.9293,NA,NA,2.974,"(1.5,3]",40.70338,-70.88544,Good,23.07901429
EN687,16,5,L8,A,NA,NA,NA,NA,total,0.467,D1,NA,53.538,"(52.5,54]",40.14402,-70.77322,Good,12.05835
EN687,16,5,L8,A,NA,NA,NA,NA,less20,0.318,D1,NA,53.538,"(52.5,54]",40.14402,-70.77322,Good,12.05835
EN687,16,5,L8,A,NA,NA,NA,NA,less5,0.173,D1,NA,53.538,"(52.5,54]",40.14402,-70.77322,Good,12.05835
EN687,16,5,L8,A,NA,NA,NA,NA,between520,0.145,NA,NA,53.538,"(52.5,54]",40.14402,-70.77322,Good,12.05835
EN687,16,5,L8,A,NA,NA,NA,NA,greater20,0.149,NA,NA,53.538,"(52.5,54]",40.14402,-70.77322,Good,12.05835
EN687,16,15,L8,A,NA,NA,NA,NA,total,21.379,D3,NA,19.218,"(18,19.5]",40.14484,-70.7736,Good,20.66808333
EN687,16,15,L8,A,NA,NA,NA,NA,less20,19.306,D3,NA,19.218,"(18,19.5]",40.14484,-70.7736,Good,20.66808333
EN687,16,15,L8,A,NA,NA,NA,NA,less5,8.009,D3,NA,19.218,"(18,19.5]",40.14484,-70.7736,Good,20.66808333
EN687,16,15,L8,A,NA,NA,NA,NA,between520,11.297,NA,NA,19.218,"(18,19.5]",40.14484,-70.7736,Good,20.66808333
EN687,16,15,L8,A,NA,NA,NA,NA,greater20,2.073,NA,NA,19.218,"(18,19.5]",40.14484,-70.7736,Good,20.66808333
EN687,16,21,L8,A,NA,NA,NA,NA,total,24.205,D4,2.2557,2.788,"(1.5,3]",40.14516,-70.77375,Good,25.36247143
EN687,16,21,L8,A,NA,NA,NA,NA,less20,22.345,D4,NA,2.788,"(1.5,3]",40.14516,-70.77375,Good,25.36247143
EN687,16,21,L8,A,NA,NA,NA,NA,less5,8.872,D4,NA,2.788,"(1.5,3]",40.14516,-70.77375,Good,25.36247143
EN687,16,21,L8,A,NA,NA,NA,NA,between520,13.473,NA,NA,2.788,"(1.5,3]",40.14516,-70.77375,Good,25.36247143
EN687,16,21,L8,A,NA,NA,NA,NA,greater20,1.86,NA,NA,2.788,"(1.5,3]",40.14516,-70.77375,Good,25.36247143
EN687,18,8,L6,A,NA,NA,NA,NA,total,11.893,D1,NA,30.265,"(28.5,30]",40.35934,-70.87896,Good,16.4492
EN687,18,8,L6,A,NA,NA,NA,NA,less20,11.461,D1,NA,30.265,"(28.5,30]",40.35934,-70.87896,Good,16.4492
EN687,18,8,L6,A,NA,NA,NA,NA,less5,3.733,D1,NA,30.265,"(28.5,30]",40.35934,-70.87896,Good,16.4492
EN687,18,8,L6,A,NA,NA,NA,NA,between520,7.728,NA,NA,30.265,"(28.5,30]",40.35934,-70.87896,Good,16.4492
EN687,18,8,L6,A,NA,NA,NA,NA,greater20,0.432,NA,NA,30.265,"(28.5,30]",40.35934,-70.87896,Good,16.4492
EN687,18,12,L6,A,NA,NA,NA,NA,total,33.368,D2,NA,19.031,"(16.5,18]",40.35916,-70.8784,Good,21.18634286
EN687,18,12,L6,A,NA,NA,NA,NA,less20,30.625,D2,NA,19.031,"(16.5,18]",40.35916,-70.8784,Good,21.18634286
EN687,18,12,L6,A,NA,NA,NA,NA,less5,21.378,D2,2.8143,19.031,"(16.5,18]",40.35916,-70.8784,Good,21.18634286
EN687,18,12,L6,A,NA,NA,NA,NA,between520,9.247,NA,NA,19.031,"(16.5,18]",40.35916,-70.8784,Good,21.18634286
EN687,18,12,L6,A,NA,NA,NA,NA,greater20,2.743,NA,NA,19.031,"(16.5,18]",40.35916,-70.8784,Good,21.18634286
EN687,18,16,L6,A,NA,NA,NA,NA,total,19.548,D3,NA,14.078,"(13.5,15]",40.35888,-70.87758,Good,22.4641
EN687,18,16,L6,A,NA,NA,NA,NA,less20,18.271,D3,NA,14.078,"(13.5,15]",40.35888,-70.87758,Good,22.4641
EN687,18,16,L6,A,NA,NA,NA,NA,less5,10.02,D3,NA,14.078,"(13.5,15]",40.35888,-70.87758,Good,22.4641
EN687,18,16,L6,A,NA,NA,NA,NA,between520,8.251,NA,NA,14.078,"(13.5,15]",40.35888,-70.87758,Good,22.4641
EN687,18,16,L6,A,NA,NA,NA,NA,greater20,1.277,NA,NA,14.078,"(13.5,15]",40.35888,-70.87758,Good,22.4641
EN687,18,22,L6,A,NA,NA,NA,NA,total,14.1157,D4,0.2831,3.167,"(1.5,3]",40.35864,-70.87691,Good,24.76821667
EN687,18,22,L6,A,NA,NA,NA,NA,less20,11.537,D4,NA,3.167,"(1.5,3]",40.35864,-70.87691,Good,24.76821667
EN687,18,22,L6,A,NA,NA,NA,NA,less5,7.124,D4,NA,3.167,"(1.5,3]",40.35864,-70.87691,Good,24.76821667
EN687,18,22,L6,A,NA,NA,NA,NA,between520,4.413,NA,NA,3.167,"(1.5,3]",40.35864,-70.87691,Good,24.76821667
EN687,18,22,L6,A,NA,NA,NA,NA,greater20,2.5787,NA,NA,3.167,"(1.5,3]",40.35864,-70.87691,Good,24.76821667
EN655,12,20,L10,A,0.12421509122843667,1.9056752854090364,0.7052211631033836,11.88908957184687,total,6.4303,D4,0.225,2.685,"(1.5,3]",39.92427,-70.89204,Good,23.9103375
EN655,12,20,L10,A,0.12421509122843667,1.9056752854090364,0.7052211631033836,11.88908957184687,less20,6.4303,D4,NA,2.685,"(1.5,3]",39.92427,-70.89204,Good,23.9103375
EN655,12,20,L10,A,0.12421509122843667,1.9056752854090364,0.7052211631033836,11.88908957184687,less5,6.4303,D4,NA,2.685,"(1.5,3]",39.92427,-70.89204,Good,23.9103375
EN655,12,20,L10,A,0.12421509122843667,1.9056752854090364,0.7052211631033836,11.88908957184687,between520,0,NA,NA,2.685,"(1.5,3]",39.92427,-70.89204,Good,23.9103375
EN655,12,20,L10,A,0.12421509122843667,1.9056752854090364,0.7052211631033836,11.88908957184687,greater20,0,NA,NA,2.685,"(1.5,3]",39.92427,-70.89204,Good,23.9103375
EN655,1,18,L1,A,NA,NA,0.4619764303752104,2.6892971594559643,total,16.8517,D3,0.2414,2.467,"(1.5,3]",41.20242,-70.88044,Good,22.24334
EN655,1,18,L1,A,NA,NA,0.4619764303752104,2.6892971594559643,less20,16.8517,D3,NA,2.467,"(1.5,3]",41.20242,-70.88044,Good,22.24334
EN655,1,18,L1,A,NA,NA,0.4619764303752104,2.6892971594559643,less5,13.783,D3,NA,2.467,"(1.5,3]",41.20242,-70.88044,Good,22.24334
EN655,1,18,L1,A,NA,NA,0.4619764303752104,2.6892971594559643,between520,3.0687,NA,NA,2.467,"(1.5,3]",41.20242,-70.88044,Good,22.24334
EN655,1,18,L1,A,NA,NA,0.4619764303752104,2.6892971594559643,greater20,0,NA,NA,2.467,"(1.5,3]",41.20242,-70.88044,Good,22.24334
EN655,7,4,L4,A,NA,NA,0.054447222151364126,4.040610178208841,total,0,D1,NA,39.711,"(37.5,39]",40.69173,-70.87974,Bad,8.359
EN655,7,4,L4,A,NA,NA,0.054447222151364126,4.040610178208841,less20,0,D1,NA,39.711,"(37.5,39]",40.69173,-70.87974,Bad,8.359
EN655,7,4,L4,A,NA,NA,0.054447222151364126,4.040610178208841,less5,0,D1,NA,39.711,"(37.5,39]",40.69173,-70.87974,Bad,8.359
EN655,7,4,L4,A,NA,NA,0.054447222151364126,4.040610178208841,between520,0,NA,NA,39.711,"(37.5,39]",40.69173,-70.87974,Bad,8.359
EN655,7,4,L4,A,NA,NA,0.054447222151364126,4.040610178208841,greater20,0,NA,NA,39.711,"(37.5,39]",40.69173,-70.87974,Bad,8.359
EN661,1,4,L1,A,NA,NA,0.019798989873223347,1.5218285836451457,total,1.287,D1,NA,17.238,"(16.5,18]",41.19829,-70.87946,Good,3.69036
EN661,1,4,L1,A,NA,NA,0.019798989873223347,1.5218285836451457,less20,1.287,D1,NA,17.238,"(16.5,18]",41.19829,-70.87946,Good,3.69036
EN661,1,4,L1,A,NA,NA,0.019798989873223347,1.5218285836451457,less5,0.115,D1,NA,17.238,"(16.5,18]",41.19829,-70.87946,Good,3.69036
EN661,1,4,L1,A,NA,NA,0.019798989873223347,1.5218285836451457,between520,1.172,NA,NA,17.238,"(16.5,18]",41.19829,-70.87946,Good,3.69036
EN661,1,4,L1,A,NA,NA,0.019798989873223347,1.5218285836451457,greater20,0,NA,NA,17.238,"(16.5,18]",41.19829,-70.87946,Good,3.69036
EN668,15,20,L8,A,NA,NA,1.0924799769332163,24.135203290251102,total,5.299,D4,0.1131,4.003,"(3,4.5]",40.12386,-70.7667,Good,23.711625
EN668,15,20,L8,A,NA,NA,1.0924799769332163,24.135203290251102,less20,3.754,D4,NA,4.003,"(3,4.5]",40.12386,-70.7667,Good,23.711625
EN668,15,20,L8,A,NA,NA,1.0924799769332163,24.135203290251102,less5,3.723,D4,NA,4.003,"(3,4.5]",40.12386,-70.7667,Good,23.711625
EN668,15,20,L8,A,NA,NA,1.0924799769332163,24.135203290251102,between520,0.031,NA,NA,4.003,"(3,4.5]",40.12386,-70.7667,Good,23.711625
EN668,15,20,L8,A,NA,NA,1.0924799769332163,24.135203290251102,greater20,1.545,NA,NA,4.003,"(3,4.5]",40.12386,-70.7667,Good,23.711625
EN687,16,11,L8,A,NA,NA,4.4144676349476155,23.558276462617687,total,21.86,D2,NA,36.124,"(34.5,36]",40.14456,-70.77352,Good,12.257675
EN687,16,11,L8,A,NA,NA,4.4144676349476155,23.558276462617687,less20,15.617,D2,NA,36.124,"(34.5,36]",40.14456,-70.77352,Good,12.257675
EN687,16,11,L8,A,NA,NA,4.4144676349476155,23.558276462617687,less5,6.437,D2,NA,36.124,"(34.5,36]",40.14456,-70.77352,Good,12.257675
EN687,16,11,L8,A,NA,NA,4.4144676349476155,23.558276462617687,between520,9.18,NA,NA,36.124,"(34.5,36]",40.14456,-70.77352,Good,12.257675
EN687,16,11,L8,A,NA,NA,4.4144676349476155,23.558276462617687,greater20,6.243,NA,NA,36.124,"(34.5,36]",40.14456,-70.77352,Good,12.257675
AT46,17,6,L2,A,NA,NA,NA,NA,total,4.466,D1,NA,27.643,"(25.5,27]",41.0268,-70.88536,Good,4.71166
AT46,17,6,L2,A,NA,NA,NA,NA,less20,2.381,D1,NA,27.643,"(25.5,27]",41.0268,-70.88536,Good,4.71166
AT46,17,6,L2,A,NA,NA,NA,NA,less5,1.292,D1,NA,27.643,"(25.5,27]",41.0268,-70.88536,Good,4.71166
AT46,17,6,L2,A,NA,NA,NA,NA,between520,1.089,NA,NA,27.643,"(25.5,27]",41.0268,-70.88536,Good,4.71166
AT46,17,6,L2,A,NA,NA,NA,NA,greater20,2.085,NA,NA,27.643,"(25.5,27]",41.0268,-70.88536,Good,4.71166
EN655,1,4,L1,A,NA,NA,NA,NA,total,12.138,D1,NA,18.303,"(16.5,18]",41.2031,-70.88034,Good,14.52242
EN655,1,4,L1,A,NA,NA,NA,NA,less20,8.495,D1,NA,18.303,"(16.5,18]",41.2031,-70.88034,Good,14.52242
EN655,1,4,L1,A,NA,NA,NA,NA,less5,8.2,D1,NA,18.303,"(16.5,18]",41.2031,-70.88034,Good,14.52242
EN655,1,4,L1,A,NA,NA,NA,NA,between520,0.295,NA,NA,18.303,"(16.5,18]",41.2031,-70.88034,Good,14.52242
EN655,1,4,L1,A,NA,NA,NA,NA,greater20,3.643,NA,NA,18.303,"(16.5,18]",41.2031,-70.88034,Good,14.52242
EN655,1,9,L1,A,NA,NA,NA,NA,total,64.912,D2,NA,12.825,"(10.5,12]",41.20252,-70.88024,Good,14.77564
EN655,1,9,L1,A,NA,NA,NA,NA,less20,27.498,D2,NA,12.825,"(10.5,12]",41.20252,-70.88024,Good,14.77564
EN655,1,9,L1,A,NA,NA,NA,NA,less5,16.747,D2,NA,12.825,"(10.5,12]",41.20252,-70.88024,Good,14.77564
EN655,1,9,L1,A,NA,NA,NA,NA,between520,10.751,NA,NA,12.825,"(10.5,12]",41.20252,-70.88024,Good,14.77564
EN655,1,9,L1,A,NA,NA,NA,NA,greater20,37.414,NA,NA,12.825,"(10.5,12]",41.20252,-70.88024,Good,14.77564
EN649,8,20,L8,A,2.738624563535499,33.56774607508119,5.029650534579913,51.43580850416642,total,13.335,D3,NA,3.657,"(1.5,3]",40.12534,-70.80068,Good,7.1782625
EN649,8,20,L8,A,2.738624563535499,33.56774607508119,5.029650534579913,51.43580850416642,less20,10.095,D3,NA,3.657,"(1.5,3]",40.12534,-70.80068,Good,7.1782625
EN649,8,20,L8,A,2.738624563535499,33.56774607508119,5.029650534579913,51.43580850416642,less5,6.222,D3,NA,3.657,"(1.5,3]",40.12534,-70.80068,Good,7.1782625
EN649,8,20,L8,A,2.738624563535499,33.56774607508119,5.029650534579913,51.43580850416642,between520,3.873,NA,NA,3.657,"(1.5,3]",40.12534,-70.80068,Good,7.1782625
EN649,8,20,L8,A,2.738624563535499,33.56774607508119,5.029650534579913,51.43580850416642,greater20,3.24,NA,NA,3.657,"(1.5,3]",40.12534,-70.80068,Good,7.1782625
